Datetime,Predicted_Consumption
2024-01-01 00:00:00,8.493986729219367
2024-01-01 01:00:00,8.498190386427119
2024-01-01 02:00:00,8.527793520938001
2024-01-01 03:00:00,8.570946119424573
2024-01-01 04:00:00,8.59989201426601
2024-01-01 05:00:00,8.595504589299269
2024-01-01 06:00:00,8.563989806306964
2024-01-01 07:00:00,8.530193957288148
2024-01-01 08:00:00,8.514668787807658
2024-01-01 09:00:00,8.516891147217867
2024-01-01 10:00:00,8.520061074685774
2024-01-01 11:00:00,8.511111536430857
2024-01-01 12:00:00,8.4948647489529
2024-01-01 13:00:00,8.488104108517746
2024-01-01 14:00:00,8.500366373153721
2024-01-01 15:00:00,8.521994756675504
2024-01-01 16:00:00,8.532507654054971
2024-01-01 17:00:00,8.521296349567335
2024-01-01 18:00:00,8.499538912794717
2024-01-01 19:00:00,8.49055907885086
2024-01-01 20:00:00,8.507512464288155
2024-01-01 21:00:00,8.540451901821266
2024-01-01 22:00:00,8.565976407233919
2024-01-01 23:00:00,8.57030139138945
2024-01-02 00:00:00,8.562947730122945
2024-01-02 01:00:00,8.567153583819865
2024-01-02 02:00:00,8.596020337803013
2024-01-02 03:00:00,8.637714949197736
2024-01-02 04:00:00,8.664506412338437
2024-01-02 05:00:00,8.65730111744793
2024-01-02 06:00:00,8.622345436435054
2024-01-02 07:00:00,8.584532946471425
2024-01-02 08:00:00,8.564468943411105
2024-01-02 09:00:00,8.561689408615585
2024-01-02 10:00:00,8.559458346713514
2024-01-02 11:00:00,8.544776719165082
2024-01-02 12:00:00,8.522537918486812
2024-01-02 13:00:00,8.509598814030936
2024-01-02 14:00:00,8.515571026631271
2024-01-02 15:00:00,8.530873102920289
2024-01-02 16:00:00,8.535098320094146
2024-01-02 17:00:00,8.51771148395284
2024-01-02 18:00:00,8.489961936568953
2024-01-02 19:00:00,8.475241580912858
2024-01-02 20:00:00,8.486770284409836
2024-01-02 21:00:00,8.514660454529418
2024-01-02 22:00:00,8.535565309041823
2024-01-02 23:00:00,8.535748462314482
2024-01-03 00:00:00,8.524772447978052
2024-01-03 01:00:00,8.525910076330375
2024-01-03 02:00:00,8.552290003029421
2024-01-03 03:00:00,8.59209879910304
2024-01-03 04:00:00,8.617617237380761
2024-01-03 05:00:00,8.609755572033999
2024-01-03 06:00:00,8.574756145588763
2024-01-03 07:00:00,8.537500733473012
2024-01-03 08:00:00,8.518575276228754
2024-01-03 09:00:00,8.517489159775023
2024-01-03 10:00:00,8.517472956973707
2024-01-03 11:00:00,8.50548784984661
2024-01-03 12:00:00,8.486381670807477
2024-01-03 13:00:00,8.47696058627437
2024-01-03 14:00:00,8.486781071622865
2024-01-03 15:00:00,8.506202839085617
2024-01-03 16:00:00,8.514757439605608
2024-01-03 17:00:00,8.501845891091179
2024-01-03 18:00:00,8.478652538724457
2024-01-03 19:00:00,8.468503943609555
2024-01-03 20:00:00,8.484555150640336
2024-01-03 21:00:00,8.51685511757691
2024-01-03 22:00:00,8.541995817015096
2024-01-03 23:00:00,8.5461826219868
2024-01-04 00:00:00,8.538923585308838
2024-01-04 01:00:00,8.54344150139233
2024-01-04 02:00:00,8.572820118125458
2024-01-04 03:00:00,8.615206780669984
2024-01-04 04:00:00,8.64284921503485
2024-01-04 05:00:00,8.636631221838714
2024-01-04 06:00:00,8.602775609433557
2024-01-04 07:00:00,8.566151772389713
2024-01-04 08:00:00,8.54734056261104
2024-01-04 09:00:00,8.545853611821736
2024-01-04 10:00:00,8.544931018264846
2024-01-04 11:00:00,8.531550617823816
2024-01-04 12:00:00,8.510583779997592
2024-01-04 13:00:00,8.498866755417776
2024-01-04 14:00:00,8.505992228280421
2024-01-04 15:00:00,8.522361740928806
2024-01-04 16:00:00,8.52755371814468
2024-01-04 17:00:00,8.51102045120736
2024-01-04 18:00:00,8.48400125574393
2024-01-04 19:00:00,8.46988060886947
2024-01-04 20:00:00,8.48187362626148
2024-01-04 21:00:00,8.510090671470921
2024-01-04 22:00:00,8.531185619848982
2024-01-04 23:00:00,8.5314253987258
2024-01-05 00:00:00,8.520378424992211
2024-01-05 01:00:00,8.521325839760761
2024-01-05 02:00:00,8.547406918528061
2024-01-05 03:00:00,8.586820949122906
2024-01-05 04:00:00,8.611863295370219
2024-01-05 05:00:00,8.60346042627808
2024-01-05 06:00:00,8.567872248674252
2024-01-05 07:00:00,8.529999157221102
2024-01-05 08:00:00,8.510446456063967
2024-01-05 09:00:00,8.508743316862757
2024-01-05 10:00:00,8.508140190966184
2024-01-05 11:00:00,8.495617899688927
2024-01-05 12:00:00,8.476043345706104
2024-01-05 13:00:00,8.466240873587326
2024-01-05 14:00:00,8.475783932930218
2024-01-05 15:00:00,8.495047710171624
2024-01-05 16:00:00,8.503577454227187
2024-01-05 17:00:00,8.490785852417963
2024-01-05 18:00:00,8.467866665920669
2024-01-05 19:00:00,8.458153424366001
2024-01-05 20:00:00,8.474805533316806
2024-01-05 21:00:00,8.507873579070697
2024-01-05 22:00:00,8.53394834444318
2024-01-05 23:00:00,8.539231147748398
2024-01-06 00:00:00,8.533223116037172
2024-01-06 01:00:00,8.539137281727104
2024-01-06 02:00:00,8.570044870112666
2024-01-06 03:00:00,8.61407805892751
2024-01-06 04:00:00,8.643466916623371
2024-01-06 05:00:00,8.639075288042736
2024-01-06 06:00:00,8.607103954457113
2024-01-06 07:00:00,8.572398471241021
2024-01-06 08:00:00,8.555514327332752
2024-01-06 09:00:00,8.555936581669807
2024-01-06 10:00:00,8.556877885536375
2024-01-06 11:00:00,8.545288106831878
2024-01-06 12:00:00,8.526010492214738
2024-01-06 13:00:00,8.515853389141702
2024-01-06 14:00:00,8.524382176369746
2024-01-06 15:00:00,8.541972065263138
2024-01-06 16:00:00,8.548176494556637
2024-01-06 17:00:00,8.532424473768916
2024-01-06 18:00:00,8.505934084530974
2024-01-06 19:00:00,8.492070940738655
2024-01-06 20:00:00,8.504033963816404
2024-01-06 21:00:00,8.531920261313381
2024-01-06 22:00:00,8.552373627464524
2024-01-06 23:00:00,8.551654284004922
2024-01-07 00:00:00,8.539327479454693
2024-01-07 01:00:00,8.538674844102273
2024-01-07 02:00:00,8.562839877138975
2024-01-07 03:00:00,8.60002985683432
2024-01-07 04:00:00,8.622551890764772
2024-01-07 05:00:00,8.611347885627547
2024-01-07 06:00:00,8.572696774809302
2024-01-07 07:00:00,8.531521418466689
2024-01-07 08:00:00,8.508452831766741
2024-01-07 09:00:00,8.503048907970722
2024-01-07 10:00:00,8.49859155658838
2024-01-07 11:00:00,8.482095483520764
2024-01-07 12:00:00,8.45846355962438
2024-01-07 13:00:00,8.44455780957739
2024-01-07 14:00:00,8.449990678715102
2024-01-07 15:00:00,8.465177248466727
2024-01-07 16:00:00,8.469703130372215
2024-01-07 17:00:00,8.453021400154013
2024-01-07 18:00:00,8.426365786283691
2024-01-07 19:00:00,8.413108917927786
2024-01-07 20:00:00,8.426447991311635
2024-01-07 21:00:00,8.456469644188264
2024-01-07 22:00:00,8.479798557261605
2024-01-07 23:00:00,8.482667399700139
2024-01-08 00:00:00,8.474605734627525
2024-01-08 01:00:00,8.47885177813982
2024-01-08 02:00:00,8.50849838349248
2024-01-08 03:00:00,8.551695535330204
2024-01-08 04:00:00,8.580687063944861
2024-01-08 05:00:00,8.576346351021819
2024-01-08 06:00:00,8.544879356130286
2024-01-08 07:00:00,8.511132368991149
2024-01-08 08:00:00,8.495657132828072
2024-01-08 09:00:00,8.497930494590584
2024-01-08 10:00:00,8.50115249097915
2024-01-08 11:00:00,8.492256085684318
2024-01-08 12:00:00,8.476063492613774
2024-01-08 13:00:00,8.46935810538143
2024-01-08 14:00:00,8.481676679297411
2024-01-08 15:00:00,8.503362425398617
2024-01-08 16:00:00,8.51393373581641
2024-01-08 17:00:00,8.50278189192349
2024-01-08 18:00:00,8.481084960338068
2024-01-08 19:00:00,8.472166673147159
2024-01-08 20:00:00,8.489182643817339
2024-01-08 21:00:00,8.522185701912742
2024-01-08 22:00:00,8.547774860007644
2024-01-08 23:00:00,8.552165525694463
2024-01-09 00:00:00,8.544878571476502
2024-01-09 01:00:00,8.549152154345167
2024-01-09 02:00:00,8.57808765616883
2024-01-09 03:00:00,8.619852030565205
2024-01-09 04:00:00,8.646714268287656
2024-01-09 05:00:00,8.639580755927033
2024-01-09 06:00:00,8.604697861700336
2024-01-09 07:00:00,8.566959159020099
2024-01-09 08:00:00,8.54696993993057
2024-01-09 09:00:00,8.54426618192061
2024-01-09 10:00:00,8.54211188568607
2024-01-09 11:00:00,8.527508008696076
2024-01-09 12:00:00,8.505347939417163
2024-01-09 13:00:00,8.49248854309404
2024-01-09 14:00:00,8.498541436392767
2024-01-09 15:00:00,8.513925161721492
2024-01-09 16:00:00,8.518232991993377
2024-01-09 17:00:00,8.500929728668092
2024-01-09 18:00:00,8.473264709419205
2024-01-09 19:00:00,8.458629832762101
2024-01-09 20:00:00,8.47024496161005
2024-01-09 21:00:00,8.49822249886204
2024-01-09 22:00:00,8.519215657662636
2024-01-09 23:00:00,8.519488047697022
2024-01-10 00:00:00,8.508602197857599
2024-01-10 01:00:00,8.509830913646207
2024-01-10 02:00:00,8.536302845872052
2024-01-10 03:00:00,8.576204560656672
2024-01-10 04:00:00,8.601816825868667
2024-01-10 05:00:00,8.594049890663678
2024-01-10 06:00:00,8.559146092497848
2024-01-10 07:00:00,8.521987201674367
2024-01-10 08:00:00,8.503159153555009
2024-01-10 09:00:00,8.502171328827341
2024-01-10 10:00:00,8.502254295066217
2024-01-10 11:00:00,8.490369228954332
2024-01-10 12:00:00,8.471363957509716
2024-01-10 13:00:00,8.462044641709054
2024-01-10 14:00:00,8.471967751427254
2024-01-10 15:00:00,8.491492993346911
2024-01-10 16:00:00,8.500151912809091
2024-01-10 17:00:00,8.487345522068315
2024-01-10 18:00:00,8.464258160602236
2024-01-10 19:00:00,8.45421638375512
2024-01-10 20:00:00,8.470375230619043
2024-01-10 21:00:00,8.50278365309275
2024-01-10 22:00:00,8.528033617865544
2024-01-10 23:00:00,8.532330492013692
2024-01-11 00:00:00,8.525182322344984
2024-01-11 01:00:00,8.529811897215323
2024-01-11 02:00:00,8.559302958407278
2024-01-11 03:00:00,8.601802844930583
2024-01-11 04:00:00,8.629559276590118
2024-01-11 05:00:00,8.623456047757418
2024-01-11 06:00:00,8.589715960485659
2024-01-11 07:00:00,8.553208403001378
2024-01-11 08:00:00,8.534514220817089
2024-01-11 09:00:00,8.533145039219166
2024-01-11 10:00:00,8.532340949966011
2024-01-11 11:00:00,8.519079782411433
