Datetime,Temperature,Consumption,District,Ward
2021-01-01 00:00:00,42.90864300230118,9.6576259659431,Chikmanglore,Koppa
2021-01-01 01:00:00,32.50749421453533,11.636849513306942,Chikmanglore,Koppa
2021-01-01 02:00:00,20.363404574729234,10.887925030258614,Chikmanglore,Koppa
2021-01-01 03:00:00,38.89125490383516,7.126253115860436,Chikmanglore,Koppa
2021-01-01 04:00:00,41.51466825453364,8.505423597295177,Chikmanglore,Koppa
2021-01-01 05:00:00,24.16096601354005,8.212635730164731,Chikmanglore,Koppa
2021-01-01 06:00:00,42.11704152000284,8.799143643873956,Chikmanglore,Koppa
2021-01-01 07:00:00,41.89038754374086,10.59162640975188,Chikmanglore,Koppa
2021-01-01 08:00:00,41.459305202028595,7.107518823943345,Chikmanglore,Koppa
2021-01-01 09:00:00,42.00360352518013,5.088249526899368,Chikmanglore,Koppa
2021-01-01 10:00:00,33.174158816213065,9.765761789977176,Chikmanglore,Koppa
2021-01-01 11:00:00,28.781746975564197,10.69680569746131,Chikmanglore,Koppa
2021-01-01 12:00:00,43.521652155682844,8.795557538667374,Chikmanglore,Koppa
2021-01-01 13:00:00,31.659740473992862,9.375754064158041,Chikmanglore,Koppa
2021-01-01 14:00:00,41.46409753206652,8.553153548160086,Chikmanglore,Koppa
2021-01-01 15:00:00,29.647405571274383,10.868758619809876,Chikmanglore,Koppa
2021-01-01 16:00:00,31.748209481883585,9.172034964382132,Chikmanglore,Koppa
2021-01-01 17:00:00,40.03359497412055,11.773726004042029,Chikmanglore,Koppa
2021-01-01 18:00:00,36.73557207331586,11.972164503814927,Chikmanglore,Koppa
2021-01-01 19:00:00,40.398662413025846,5.519835767681964,Chikmanglore,Koppa
2021-01-01 20:00:00,34.78447522314271,9.136549191003818,Chikmanglore,Koppa
2021-01-01 21:00:00,38.956566978702995,7.455015333820896,Chikmanglore,Koppa
2021-01-01 22:00:00,20.73952664456531,10.026969867379687,Chikmanglore,Koppa
2021-01-01 23:00:00,26.66105024461938,10.965263903005114,Chikmanglore,Koppa
2021-01-02 00:00:00,28.66607227719914,8.505155403331152,Chikmanglore,Koppa
2021-01-02 01:00:00,25.35627901952173,5.888297399117965,Chikmanglore,Koppa
2021-01-02 02:00:00,32.2362369739613,6.532345521859426,Chikmanglore,Koppa
2021-01-02 03:00:00,39.82295545483526,8.36512397002457,Chikmanglore,Koppa
2021-01-02 04:00:00,20.889496704465103,8.39493242574004,Chikmanglore,Koppa
2021-01-02 05:00:00,22.58518541977002,6.322718326563868,Chikmanglore,Koppa
2021-01-02 06:00:00,32.89660864280144,5.198545793302726,Chikmanglore,Koppa
2021-01-02 07:00:00,35.609990015890226,9.12787514680659,Chikmanglore,Koppa
2021-01-02 08:00:00,40.266167222344954,5.254236442319891,Chikmanglore,Koppa
2021-01-02 09:00:00,26.13453106215123,8.564835836277616,Chikmanglore,Koppa
2021-01-02 10:00:00,26.15769765600663,5.163115981472832,Chikmanglore,Koppa
2021-01-02 11:00:00,20.89889851685485,8.676017980493604,Chikmanglore,Koppa
2021-01-02 12:00:00,27.780360078265897,5.777150475432435,Chikmanglore,Koppa
2021-01-02 13:00:00,31.53033181504108,6.025872059128421,Chikmanglore,Koppa
2021-01-02 14:00:00,37.680584116506495,5.564385475166175,Chikmanglore,Koppa
2021-01-02 15:00:00,33.2903418598885,8.353412527126645,Chikmanglore,Koppa
2021-01-02 16:00:00,40.909628966028336,11.873488738000397,Chikmanglore,Koppa
2021-01-02 17:00:00,35.569309645774894,6.830694560431394,Chikmanglore,Koppa
2021-01-02 18:00:00,32.637431495477884,5.147055815067828,Chikmanglore,Koppa
2021-01-02 19:00:00,36.09368743660847,7.56301336337759,Chikmanglore,Koppa
2021-01-02 20:00:00,31.746704747648856,10.358776462435944,Chikmanglore,Koppa
2021-01-02 21:00:00,27.97847245324517,9.070083020414478,Chikmanglore,Koppa
2021-01-02 22:00:00,29.034802916671264,7.403130258349524,Chikmanglore,Koppa
2021-01-02 23:00:00,21.56677564497818,8.85543652423899,Chikmanglore,Koppa
2021-01-03 00:00:00,21.2126597439411,10.149606332752455,Chikmanglore,Koppa
2021-01-03 01:00:00,42.79165161736289,5.484804107525548,Chikmanglore,Koppa
2021-01-03 02:00:00,22.407521328657033,11.539703485642264,Chikmanglore,Koppa
2021-01-03 03:00:00,29.91994485947898,11.331430793663122,Chikmanglore,Koppa
2021-01-03 04:00:00,31.522848451497097,6.2825237041274296,Chikmanglore,Koppa
2021-01-03 05:00:00,32.37580782855429,7.0549272987898215,Chikmanglore,Koppa
2021-01-03 06:00:00,23.277460539945945,6.459441558321346,Chikmanglore,Koppa
2021-01-03 07:00:00,31.98521084203483,6.668861122939009,Chikmanglore,Koppa
2021-01-03 08:00:00,31.00750555242353,9.634978743750068,Chikmanglore,Koppa
2021-01-03 09:00:00,44.353222342164926,10.883200959056648,Chikmanglore,Koppa
2021-01-03 10:00:00,33.15220329441627,7.874955128090769,Chikmanglore,Koppa
2021-01-03 11:00:00,20.13615326769751,9.09434053141509,Chikmanglore,Koppa
2021-01-03 12:00:00,38.62252634065412,6.496422644573641,Chikmanglore,Koppa
2021-01-03 13:00:00,43.24265694291298,11.000207206695787,Chikmanglore,Koppa
2021-01-03 14:00:00,43.89926566381692,6.321296055396897,Chikmanglore,Koppa
2021-01-03 15:00:00,24.783722590477275,5.51621364628174,Chikmanglore,Koppa
2021-01-03 16:00:00,34.60204002524024,11.318957541693953,Chikmanglore,Koppa
2021-01-03 17:00:00,24.546289923369436,9.322205575610997,Chikmanglore,Koppa
2021-01-03 18:00:00,39.309761020638376,10.276556159341686,Chikmanglore,Koppa
2021-01-03 19:00:00,38.46746642379936,9.970428887581491,Chikmanglore,Koppa
2021-01-03 20:00:00,30.59901000367816,7.132600750465514,Chikmanglore,Koppa
2021-01-03 21:00:00,20.580085493022775,8.675232823205931,Chikmanglore,Koppa
2021-01-03 22:00:00,44.73717197327139,6.791761764653861,Chikmanglore,Koppa
2021-01-03 23:00:00,36.436302431393656,8.037693721503349,Chikmanglore,Koppa
2021-01-04 00:00:00,21.819243231483878,8.822440019577918,Chikmanglore,Koppa
2021-01-04 01:00:00,27.781640966750125,5.6066150589101795,Chikmanglore,Koppa
2021-01-04 02:00:00,41.32506501009766,8.065867156580229,Chikmanglore,Koppa
2021-01-04 03:00:00,38.93791949203944,7.356044485861586,Chikmanglore,Koppa
2021-01-04 04:00:00,21.369232037529695,10.751488920968846,Chikmanglore,Koppa
2021-01-04 05:00:00,33.09243164547402,11.24808906499532,Chikmanglore,Koppa
2021-01-04 06:00:00,21.15878128516984,8.23389675883067,Chikmanglore,Koppa
2021-01-04 07:00:00,42.929122593070346,6.562502273350592,Chikmanglore,Koppa
2021-01-04 08:00:00,37.43924377777668,7.591320940277116,Chikmanglore,Koppa
2021-01-04 09:00:00,42.23924308699816,9.53523324905715,Chikmanglore,Koppa
2021-01-04 10:00:00,39.23499450368638,5.309967085243218,Chikmanglore,Koppa
2021-01-04 11:00:00,36.3084459349335,10.943263381069205,Chikmanglore,Koppa
2021-01-04 12:00:00,37.72524924574093,8.059044231678198,Chikmanglore,Koppa
2021-01-04 13:00:00,42.131387584363196,6.242040552338969,Chikmanglore,Koppa
2021-01-04 14:00:00,28.173046113664356,6.636759734610232,Chikmanglore,Koppa
2021-01-04 15:00:00,21.95104705136221,11.94979933944366,Chikmanglore,Koppa
2021-01-04 16:00:00,23.324485095243706,9.97018862841988,Chikmanglore,Koppa
2021-01-04 17:00:00,38.701554844724924,11.121954105658334,Chikmanglore,Koppa
2021-01-04 18:00:00,39.885745992575366,10.028077918137864,Chikmanglore,Koppa
2021-01-04 19:00:00,22.548746856645046,9.593443074240817,Chikmanglore,Koppa
2021-01-04 20:00:00,36.66305287366271,7.791619572343828,Chikmanglore,Koppa
2021-01-04 21:00:00,37.518535425403,6.932732395719867,Chikmanglore,Koppa
2021-01-04 22:00:00,32.18922030073484,11.987897008634882,Chikmanglore,Koppa
2021-01-04 23:00:00,36.69686641908751,9.922805239262328,Chikmanglore,Koppa
2021-01-05 00:00:00,36.15976361631628,10.7846778176256,Chikmanglore,Koppa
2021-01-05 01:00:00,34.886113541185054,6.883244638158715,Chikmanglore,Koppa
2021-01-05 02:00:00,43.46062685261225,9.997927143329882,Chikmanglore,Koppa
2021-01-05 03:00:00,38.71184533759964,10.893901070702942,Chikmanglore,Koppa
2021-01-05 04:00:00,38.040042762311614,9.963035987979541,Chikmanglore,Koppa
2021-01-05 05:00:00,33.15953311402274,6.21707695722189,Chikmanglore,Koppa
2021-01-05 06:00:00,31.66817499209627,7.326852502883152,Chikmanglore,Koppa
2021-01-05 07:00:00,31.771766165653307,8.163700285011473,Chikmanglore,Koppa
2021-01-05 08:00:00,30.471870615669715,10.302209803867614,Chikmanglore,Koppa
2021-01-05 09:00:00,33.47149250568705,9.51927903986988,Chikmanglore,Koppa
2021-01-05 10:00:00,39.17459172910413,9.07085607416673,Chikmanglore,Koppa
2021-01-05 11:00:00,28.331269504391372,9.573420038246297,Chikmanglore,Koppa
2021-01-05 12:00:00,34.83836577540278,8.80426762332776,Chikmanglore,Koppa
2021-01-05 13:00:00,28.969686825673516,7.718488336630083,Chikmanglore,Koppa
2021-01-05 14:00:00,27.605524547383812,8.045031174059305,Chikmanglore,Koppa
2021-01-05 15:00:00,27.48882142835865,8.956218400748272,Chikmanglore,Koppa
