Datetime,District,Ward,Temperature,Consumption
2024-01-01 00:00:00,Shivmogga,Thirthahalli,21.413170395271763,10.525362175961366
2024-01-01 01:00:00,Shivmogga,Thirthahalli,26.992155771230127,8.702797068698127
2024-01-01 02:00:00,Shivmogga,Thirthahalli,33.92787395681813,10.565994286953998
2024-01-01 03:00:00,Shivmogga,Thirthahalli,29.37670161557928,8.629451449601383
2024-01-01 04:00:00,Shivmogga,Thirthahalli,28.07074202331795,11.57271936666581
2024-01-01 05:00:00,Shivmogga,Thirthahalli,27.973872933110925,6.234435326642851
2024-01-01 06:00:00,Shivmogga,Thirthahalli,33.69073218173828,9.537623612552995
2024-01-01 07:00:00,Shivmogga,Thirthahalli,31.95312485960373,5.0
2024-01-01 08:00:00,Shivmogga,Thirthahalli,38.60437636634983,6.595986993740254
2024-01-01 09:00:00,Shivmogga,Thirthahalli,25.985588865433495,13.206143965439752
2024-01-01 10:00:00,Shivmogga,Thirthahalli,42.36756227364575,9.833719990476673
2024-01-01 11:00:00,Shivmogga,Thirthahalli,37.390752127486095,8.466705094208482
2024-01-01 12:00:00,Shivmogga,Thirthahalli,39.90619062558163,6.058093743257121
2024-01-01 13:00:00,Shivmogga,Thirthahalli,39.16382317793648,11.19540600691307
2024-01-01 14:00:00,Shivmogga,Thirthahalli,35.622169430272805,12.08201018186414
2024-01-01 15:00:00,Shivmogga,Thirthahalli,25.08788494283842,8.605699432975598
2024-01-01 16:00:00,Shivmogga,Thirthahalli,41.76798849699592,6.572182554932306
2024-01-01 17:00:00,Shivmogga,Thirthahalli,20.303179111413534,13.138744197235221
2024-01-01 18:00:00,Shivmogga,Thirthahalli,35.24301096292602,9.445732019648142
2024-01-01 19:00:00,Shivmogga,Thirthahalli,39.04803173660502,11.047378232349022
2024-01-01 20:00:00,Shivmogga,Thirthahalli,44.21806959526583,10.78849071058335
2024-01-01 21:00:00,Shivmogga,Thirthahalli,33.233246661966206,13.011033802686734
2024-01-01 22:00:00,Shivmogga,Thirthahalli,25.151354448099088,12.666104216638605
2024-01-01 23:00:00,Shivmogga,Thirthahalli,40.37804933925441,11.249935708525273
2024-01-02 00:00:00,Shivmogga,Thirthahalli,29.07223732114523,5.416252416244277
2024-01-02 01:00:00,Shivmogga,Thirthahalli,44.24663139538532,12.548450508558991
2024-01-02 02:00:00,Shivmogga,Thirthahalli,21.91252586049208,5.226005661491563
2024-01-02 03:00:00,Shivmogga,Thirthahalli,40.703962602667424,9.452451009175721
2024-01-02 04:00:00,Shivmogga,Thirthahalli,37.722304529453424,6.679330796692102
2024-01-02 05:00:00,Shivmogga,Thirthahalli,41.453553019225254,10.588840983474011
2024-01-02 06:00:00,Shivmogga,Thirthahalli,35.28708822423066,12.455387003307896
2024-01-02 07:00:00,Shivmogga,Thirthahalli,27.693934376105787,8.106792734357061
2024-01-02 08:00:00,Shivmogga,Thirthahalli,35.80098073397293,8.683510310850718
2024-01-02 09:00:00,Shivmogga,Thirthahalli,36.16598152874619,12.407202880598483
2024-01-02 10:00:00,Shivmogga,Thirthahalli,33.28852680137105,5.0
2024-01-02 11:00:00,Shivmogga,Thirthahalli,37.283488364252364,5.0
2024-01-02 12:00:00,Shivmogga,Thirthahalli,37.659829009225575,5.24621464711031
2024-01-02 13:00:00,Shivmogga,Thirthahalli,44.31767181787668,13.455877486707859
2024-01-02 14:00:00,Shivmogga,Thirthahalli,29.428119767461492,7.352798753979973
2024-01-02 15:00:00,Shivmogga,Thirthahalli,39.62119867852074,8.769304424482069
2024-01-02 16:00:00,Shivmogga,Thirthahalli,26.894485764013027,9.319896734793923
2024-01-02 17:00:00,Shivmogga,Thirthahalli,41.78101065951397,5.0
2024-01-02 18:00:00,Shivmogga,Thirthahalli,22.29412391932986,5.875773584454862
2024-01-02 19:00:00,Shivmogga,Thirthahalli,26.644447905395666,7.338705542267514
2024-01-02 20:00:00,Shivmogga,Thirthahalli,27.220511267479203,11.680208516977416
2024-01-02 21:00:00,Shivmogga,Thirthahalli,37.236314307817935,8.706209468182102
2024-01-02 22:00:00,Shivmogga,Thirthahalli,35.05177001123748,9.538679612876281
2024-01-02 23:00:00,Shivmogga,Thirthahalli,37.30598751160942,5.0121948114548145
2024-01-03 00:00:00,Shivmogga,Thirthahalli,20.84563616876147,8.295992383072921
2024-01-03 01:00:00,Shivmogga,Thirthahalli,33.80451599127839,8.694532395031423
2024-01-03 02:00:00,Shivmogga,Thirthahalli,32.473148303530635,10.90368868906819
2024-01-03 03:00:00,Shivmogga,Thirthahalli,35.77986380197723,5.0
2024-01-03 04:00:00,Shivmogga,Thirthahalli,36.69789952140178,7.146994884718243
2024-01-03 05:00:00,Shivmogga,Thirthahalli,32.27434940302707,5.0
2024-01-03 06:00:00,Shivmogga,Thirthahalli,30.681857354941894,12.03711595612921
2024-01-03 07:00:00,Shivmogga,Thirthahalli,32.60764153529479,9.958885538477418
2024-01-03 08:00:00,Shivmogga,Thirthahalli,28.056938276435368,8.426875171244692
2024-01-03 09:00:00,Shivmogga,Thirthahalli,25.13749136606037,12.264908384453824
2024-01-03 10:00:00,Shivmogga,Thirthahalli,41.117367957006394,12.633592500904069
2024-01-03 11:00:00,Shivmogga,Thirthahalli,41.96816346450336,9.303085391131862
2024-01-03 12:00:00,Shivmogga,Thirthahalli,39.95989100883243,7.524424070019702
2024-01-03 13:00:00,Shivmogga,Thirthahalli,22.532083965154996,8.63343628077664
2024-01-03 14:00:00,Shivmogga,Thirthahalli,40.13521577319253,8.16580066846269
2024-01-03 15:00:00,Shivmogga,Thirthahalli,32.37461812123118,6.439504499575285
2024-01-03 16:00:00,Shivmogga,Thirthahalli,36.250847361773936,9.345045644223468
2024-01-03 17:00:00,Shivmogga,Thirthahalli,43.8684531719055,5.0
2024-01-03 18:00:00,Shivmogga,Thirthahalli,34.49924191871567,10.939751363381694
2024-01-03 19:00:00,Shivmogga,Thirthahalli,26.977640444662814,5.0
2024-01-03 20:00:00,Shivmogga,Thirthahalli,39.55069799890843,12.928613034645787
2024-01-03 21:00:00,Shivmogga,Thirthahalli,37.11592405264865,12.681304088002976
2024-01-03 22:00:00,Shivmogga,Thirthahalli,38.44307936614813,7.776822028344976
2024-01-03 23:00:00,Shivmogga,Thirthahalli,32.3254692228526,7.751838139616847
2024-01-04 00:00:00,Shivmogga,Thirthahalli,21.16447828495904,10.115143585462668
2024-01-04 01:00:00,Shivmogga,Thirthahalli,30.893144717149063,5.0
2024-01-04 02:00:00,Shivmogga,Thirthahalli,25.970820506654377,11.071334052926357
2024-01-04 03:00:00,Shivmogga,Thirthahalli,40.20792063909049,6.9238131321731515
2024-01-04 04:00:00,Shivmogga,Thirthahalli,43.672758497040554,5.0
2024-01-04 05:00:00,Shivmogga,Thirthahalli,21.637168044746264,7.171030015559329
2024-01-04 06:00:00,Shivmogga,Thirthahalli,20.798356323578673,7.520868709542544
2024-01-04 07:00:00,Shivmogga,Thirthahalli,44.34969030237425,10.685345851403738
2024-01-04 08:00:00,Shivmogga,Thirthahalli,23.435936859683522,11.732157235708174
2024-01-04 09:00:00,Shivmogga,Thirthahalli,40.65109971370137,12.33719060663089
2024-01-04 10:00:00,Shivmogga,Thirthahalli,29.26629811656713,12.701368038565066
2024-01-04 11:00:00,Shivmogga,Thirthahalli,26.634426649136312,10.918070785985783
2024-01-04 12:00:00,Shivmogga,Thirthahalli,36.415284501295076,10.682177605903362
2024-01-04 13:00:00,Shivmogga,Thirthahalli,34.32299699026237,6.455524412024943
2024-01-04 14:00:00,Shivmogga,Thirthahalli,38.89865917993427,13.227146786109182
2024-01-04 15:00:00,Shivmogga,Thirthahalli,22.351941101563796,11.234649585237005
2024-01-04 16:00:00,Shivmogga,Thirthahalli,24.869408825829275,5.0
2024-01-04 17:00:00,Shivmogga,Thirthahalli,22.6897807382716,11.321398546709744
2024-01-04 18:00:00,Shivmogga,Thirthahalli,36.2441838573192,12.229941224468998
2024-01-04 19:00:00,Shivmogga,Thirthahalli,33.680488579209566,11.875045926845734
2024-01-04 20:00:00,Shivmogga,Thirthahalli,42.372342817798994,7.758511650189577
2024-01-04 21:00:00,Shivmogga,Thirthahalli,41.35291847878882,7.907796228468691
2024-01-04 22:00:00,Shivmogga,Thirthahalli,34.47478508212899,5.0
2024-01-04 23:00:00,Shivmogga,Thirthahalli,20.382182682459387,5.894025263284095
2024-01-05 00:00:00,Shivmogga,Thirthahalli,25.3651410209467,7.390899645366667
2024-01-05 01:00:00,Shivmogga,Thirthahalli,22.600128384414607,10.930145060393357
2024-01-05 02:00:00,Shivmogga,Thirthahalli,34.40549494077527,12.396788485122714
2024-01-05 03:00:00,Shivmogga,Thirthahalli,32.577440620117414,9.625638100953015
2024-01-05 04:00:00,Shivmogga,Thirthahalli,42.15884061609391,7.2866868968405125
2024-01-05 05:00:00,Shivmogga,Thirthahalli,33.483064008091425,9.573222746062175
2024-01-05 06:00:00,Shivmogga,Thirthahalli,33.14850077367806,11.427676185050906
2024-01-05 07:00:00,Shivmogga,Thirthahalli,27.851714319198717,11.312052277111446
2024-01-05 08:00:00,Shivmogga,Thirthahalli,28.320343307300977,5.632706213710569
2024-01-05 09:00:00,Shivmogga,Thirthahalli,29.872040326339523,10.461587080100347
2024-01-05 10:00:00,Shivmogga,Thirthahalli,20.154374141420675,10.73563636564371
2024-01-05 11:00:00,Shivmogga,Thirthahalli,32.30328968084465,11.908889988924106
2024-01-05 12:00:00,Shivmogga,Thirthahalli,28.750806929887695,7.750126697335363
2024-01-05 13:00:00,Shivmogga,Thirthahalli,41.428258394015444,9.357413469096125
2024-01-05 14:00:00,Shivmogga,Thirthahalli,31.879649872714108,12.946945526186123
2024-01-05 15:00:00,Shivmogga,Thirthahalli,35.49848132768551,11.75493312719528
2024-01-05 16:00:00,Shivmogga,Thirthahalli,37.139603996316026,12.627426730028063
2024-01-05 17:00:00,Shivmogga,Thirthahalli,37.6145584995332,11.111619986253725
2024-01-05 18:00:00,Shivmogga,Thirthahalli,29.914385122027184,5.0
2024-01-05 19:00:00,Shivmogga,Thirthahalli,30.25509902916296,5.0
2024-01-05 20:00:00,Shivmogga,Thirthahalli,20.686077255816013,6.239357351723715
2024-01-05 21:00:00,Shivmogga,Thirthahalli,40.752206994767675,6.1632071572359095
2024-01-05 22:00:00,Shivmogga,Thirthahalli,37.38885121643919,5.653183349995009
2024-01-05 23:00:00,Shivmogga,Thirthahalli,42.66858958700681,6.512130961581403
2024-01-06 00:00:00,Shivmogga,Thirthahalli,32.297773556578804,6.527616632993217
2024-01-06 01:00:00,Shivmogga,Thirthahalli,39.497476760986885,6.220485890765664
2024-01-06 02:00:00,Shivmogga,Thirthahalli,32.29731353453369,11.541975161261968
2024-01-06 03:00:00,Shivmogga,Thirthahalli,35.36679269233743,10.235322383894069
2024-01-06 04:00:00,Shivmogga,Thirthahalli,41.471379060108816,11.702480500925628
2024-01-06 05:00:00,Shivmogga,Thirthahalli,41.723809488898986,8.36603147420581
2024-01-06 06:00:00,Shivmogga,Thirthahalli,31.314461536959808,13.399477076365674
2024-01-06 07:00:00,Shivmogga,Thirthahalli,41.88738838230833,9.566591120838385
2024-01-06 08:00:00,Shivmogga,Thirthahalli,32.15808284934139,9.517419955930693
2024-01-06 09:00:00,Shivmogga,Thirthahalli,35.62133938164531,5.0
2024-01-06 10:00:00,Shivmogga,Thirthahalli,20.580290703394894,8.451176291465673
2024-01-06 11:00:00,Shivmogga,Thirthahalli,41.25920011909518,7.936612576038463
2024-01-06 12:00:00,Shivmogga,Thirthahalli,31.50660192852456,8.95189249140069
2024-01-06 13:00:00,Shivmogga,Thirthahalli,40.56190323940988,11.423777655996043
2024-01-06 14:00:00,Shivmogga,Thirthahalli,42.18785436300837,5.0
2024-01-06 15:00:00,Shivmogga,Thirthahalli,42.18356853177944,5.212088277291513
2024-01-06 16:00:00,Shivmogga,Thirthahalli,43.579642021686304,8.04259663666389
2024-01-06 17:00:00,Shivmogga,Thirthahalli,32.83709190596566,5.213552278841132
2024-01-06 18:00:00,Shivmogga,Thirthahalli,32.88867475753646,7.860246954742543
2024-01-06 19:00:00,Shivmogga,Thirthahalli,36.73884170422805,8.5171235228739
2024-01-06 20:00:00,Shivmogga,Thirthahalli,42.64246866449621,12.743034240565645
2024-01-06 21:00:00,Shivmogga,Thirthahalli,40.547494267478,6.2516070747629255
2024-01-06 22:00:00,Shivmogga,Thirthahalli,35.754256969593236,6.848344754322445
2024-01-06 23:00:00,Shivmogga,Thirthahalli,44.53631036292581,8.051824882189358
2024-01-07 00:00:00,Shivmogga,Thirthahalli,23.68456776348744,5.0
2024-01-07 01:00:00,Shivmogga,Thirthahalli,21.06518248732528,8.138854482868352
2024-01-07 02:00:00,Shivmogga,Thirthahalli,38.78535885687579,5.16741496090448
2024-01-07 03:00:00,Shivmogga,Thirthahalli,22.207899820045014,6.14468872795908
2024-01-07 04:00:00,Shivmogga,Thirthahalli,21.00953747993504,5.0
2024-01-07 05:00:00,Shivmogga,Thirthahalli,40.04445365394196,11.531998616891734
2024-01-07 06:00:00,Shivmogga,Thirthahalli,27.246095014508825,7.041308870253278
2024-01-07 07:00:00,Shivmogga,Thirthahalli,29.174985763083974,9.61139226258775
2024-01-07 08:00:00,Shivmogga,Thirthahalli,33.67353687577989,5.0
2024-01-07 09:00:00,Shivmogga,Thirthahalli,31.465506008963636,6.248313256824482
2024-01-07 10:00:00,Shivmogga,Thirthahalli,40.95309730335103,5.0
2024-01-07 11:00:00,Shivmogga,Thirthahalli,28.721244614762092,12.070589492041456
2024-01-07 12:00:00,Shivmogga,Thirthahalli,25.80817658279765,7.099849583882605
2024-01-07 13:00:00,Shivmogga,Thirthahalli,36.88290937787985,8.161754017960735
2024-01-07 14:00:00,Shivmogga,Thirthahalli,33.66624165003664,5.0
2024-01-07 15:00:00,Shivmogga,Thirthahalli,32.22801952540625,10.845437994508835
2024-01-07 16:00:00,Shivmogga,Thirthahalli,28.333905976123148,6.4368993045450535
2024-01-07 17:00:00,Shivmogga,Thirthahalli,34.84850912774266,6.665000955459935
2024-01-07 18:00:00,Shivmogga,Thirthahalli,38.16544521649165,12.751518183026688
2024-01-07 19:00:00,Shivmogga,Thirthahalli,24.325479684872914,5.324035736821959
2024-01-07 20:00:00,Shivmogga,Thirthahalli,44.44598405057648,12.924585844602749
