Datetime,Temperature,Consumption,District,ward
01-01-2021 00:00,28.54976078,8.863412926,Shivmogga,Thirthahalli
01-01-2021 01:00,26.65366527,8.753051652,Shivmogga,Thirthahalli
01-01-2021 02:00,23.37715677,9.140889303,Shivmogga,Thirthahalli
01-01-2021 03:00,27.99709328,7.84514241,Shivmogga,Thirthahalli
01-01-2021 04:00,39.21821506,6.45338347,Shivmogga,Thirthahalli
01-01-2021 05:00,38.6995535,5.362594945,Shivmogga,Thirthahalli
01-01-2021 06:00,21.43778297,6.590569645,Shivmogga,Thirthahalli
01-01-2021 07:00,29.12388049,11.62141248,Shivmogga,Thirthahalli
01-01-2021 08:00,21.36560009,9.055214462,Shivmogga,Thirthahalli
01-01-2021 09:00,23.13324912,8.764637638,Shivmogga,Thirthahalli
01-01-2021 10:00,35.91228103,7.371890142,Shivmogga,Thirthahalli
01-01-2021 11:00,34.40331295,5.382323704,Shivmogga,Thirthahalli
01-01-2021 12:00,34.13663051,10.71293633,Shivmogga,Thirthahalli
01-01-2021 13:00,33.8023608,11.56375486,Shivmogga,Thirthahalli
01-01-2021 14:00,23.656682,8.980087986,Shivmogga,Thirthahalli
01-01-2021 15:00,40.15370555,10.39120595,Shivmogga,Thirthahalli
01-01-2021 16:00,24.33330311,6.62223183,Shivmogga,Thirthahalli
01-01-2021 17:00,43.89284508,9.451932303,Shivmogga,Thirthahalli
01-01-2021 18:00,43.36650205,10.80134433,Shivmogga,Thirthahalli
01-01-2021 19:00,33.97992632,5.169067612,Shivmogga,Thirthahalli
01-01-2021 20:00,43.89815144,9.93425653,Shivmogga,Thirthahalli
01-01-2021 21:00,41.0844951,7.494179354,Shivmogga,Thirthahalli
01-01-2021 22:00,25.16218828,10.13254478,Shivmogga,Thirthahalli
01-01-2021 23:00,30.03542095,6.105873337,Shivmogga,Thirthahalli
02-01-2021 00:00,42.41959545,9.75067778,Shivmogga,Thirthahalli
02-01-2021 01:00,35.20343533,10.76445209,Shivmogga,Thirthahalli
02-01-2021 02:00,22.88982351,6.725685483,Shivmogga,Thirthahalli
02-01-2021 03:00,28.72103112,8.878244729,Shivmogga,Thirthahalli
02-01-2021 04:00,22.97627288,10.80005256,Shivmogga,Thirthahalli
02-01-2021 05:00,21.28057046,5.104153216,Shivmogga,Thirthahalli
02-01-2021 06:00,27.54434624,8.777577604,Shivmogga,Thirthahalli
02-01-2021 07:00,32.08181029,9.779232618,Shivmogga,Thirthahalli
02-01-2021 08:00,21.15995363,8.975369638,Shivmogga,Thirthahalli
02-01-2021 09:00,42.56163184,5.709276552,Shivmogga,Thirthahalli
02-01-2021 10:00,21.82668683,11.10710513,Shivmogga,Thirthahalli
02-01-2021 11:00,43.15831461,10.68638111,Shivmogga,Thirthahalli
02-01-2021 12:00,32.16895026,7.84979524,Shivmogga,Thirthahalli
02-01-2021 13:00,24.26340037,11.26151421,Shivmogga,Thirthahalli
02-01-2021 14:00,36.79737839,8.753672632,Shivmogga,Thirthahalli
02-01-2021 15:00,38.89545612,8.88246174,Shivmogga,Thirthahalli
02-01-2021 16:00,27.33351111,7.93347999,Shivmogga,Thirthahalli
02-01-2021 17:00,44.77836454,8.774114651,Shivmogga,Thirthahalli
02-01-2021 18:00,33.60897929,10.66596812,Shivmogga,Thirthahalli
02-01-2021 19:00,37.28516031,8.184931709,Shivmogga,Thirthahalli
02-01-2021 20:00,21.78265204,10.22506527,Shivmogga,Thirthahalli
02-01-2021 21:00,25.27081514,9.291943938,Shivmogga,Thirthahalli
02-01-2021 22:00,29.55714156,7.567173237,Shivmogga,Thirthahalli
02-01-2021 23:00,41.93017804,7.976781988,Shivmogga,Thirthahalli
03-01-2021 00:00,20.66755243,6.424888329,Shivmogga,Thirthahalli
03-01-2021 01:00,23.87711454,5.727415421,Shivmogga,Thirthahalli
03-01-2021 02:00,20.16483071,8.56275187,Shivmogga,Thirthahalli
03-01-2021 03:00,44.41411524,7.659999229,Shivmogga,Thirthahalli
03-01-2021 04:00,40.39888839,8.745950412,Shivmogga,Thirthahalli
03-01-2021 05:00,30.29089852,9.154615384,Shivmogga,Thirthahalli
03-01-2021 06:00,39.58359047,10.74640823,Shivmogga,Thirthahalli
03-01-2021 07:00,42.19228253,6.316539949,Shivmogga,Thirthahalli
03-01-2021 08:00,34.66754619,8.710347342,Shivmogga,Thirthahalli
03-01-2021 09:00,29.38255689,5.247524988,Shivmogga,Thirthahalli
03-01-2021 10:00,35.6098262,11.93588265,Shivmogga,Thirthahalli
03-01-2021 11:00,34.14672076,9.177382855,Shivmogga,Thirthahalli
03-01-2021 12:00,42.91567357,11.83033696,Shivmogga,Thirthahalli
03-01-2021 13:00,43.36331349,10.16758945,Shivmogga,Thirthahalli
03-01-2021 14:00,38.46044331,5.291787208,Shivmogga,Thirthahalli
03-01-2021 15:00,25.93777066,6.414922801,Shivmogga,Thirthahalli
03-01-2021 16:00,26.24026177,9.558329031,Shivmogga,Thirthahalli
03-01-2021 17:00,27.53464848,6.966930441,Shivmogga,Thirthahalli
