Datetime,Temperature,Consumption,District,Ward
01-01-2021 00:00,42.908643,9.657625966,Chikmanglore,Koppa
01-01-2021 01:00,32.50749421,11.63684951,Chikmanglore,Koppa
01-01-2021 02:00,20.36340457,10.88792503,Chikmanglore,Koppa
01-01-2021 03:00,38.8912549,7.126253116,Chikmanglore,Koppa
01-01-2021 04:00,41.51466825,8.505423597,Chikmanglore,Koppa
01-01-2021 05:00,24.16096601,8.21263573,Chikmanglore,Koppa
01-01-2021 06:00,42.11704152,8.799143644,Chikmanglore,Koppa
01-01-2021 07:00,41.89038754,10.59162641,Chikmanglore,Koppa
01-01-2021 08:00,41.4593052,7.107518824,Chikmanglore,Koppa
01-01-2021 09:00,42.00360353,5.088249527,Chikmanglore,Koppa
01-01-2021 10:00,33.17415882,9.76576179,Chikmanglore,Koppa
01-01-2021 11:00,28.78174698,10.6968057,Chikmanglore,Koppa
01-01-2021 12:00,43.52165216,8.795557539,Chikmanglore,Koppa
01-01-2021 13:00,31.65974047,9.375754064,Chikmanglore,Koppa
01-01-2021 14:00,41.46409753,8.553153548,Chikmanglore,Koppa
01-01-2021 15:00,29.64740557,10.86875862,Chikmanglore,Koppa
01-01-2021 16:00,31.74820948,9.172034964,Chikmanglore,Koppa
01-01-2021 17:00,40.03359497,11.773726,Chikmanglore,Koppa
01-01-2021 18:00,36.73557207,11.9721645,Chikmanglore,Koppa
01-01-2021 19:00,40.39866241,5.519835768,Chikmanglore,Koppa
01-01-2021 20:00,34.78447522,9.136549191,Chikmanglore,Koppa
01-01-2021 21:00,38.95656698,7.455015334,Chikmanglore,Koppa
01-01-2021 22:00,20.73952664,10.02696987,Chikmanglore,Koppa
01-01-2021 23:00,26.66105024,10.9652639,Chikmanglore,Koppa
02-01-2021 00:00,28.66607228,8.505155403,Chikmanglore,Koppa
02-01-2021 01:00,25.35627902,5.888297399,Chikmanglore,Koppa
02-01-2021 02:00,32.23623697,6.532345522,Chikmanglore,Koppa
02-01-2021 03:00,39.82295545,8.36512397,Chikmanglore,Koppa
02-01-2021 04:00,20.8894967,8.394932426,Chikmanglore,Koppa
02-01-2021 05:00,22.58518542,6.322718327,Chikmanglore,Koppa
02-01-2021 06:00,32.89660864,5.198545793,Chikmanglore,Koppa
02-01-2021 07:00,35.60999002,9.127875147,Chikmanglore,Koppa
02-01-2021 08:00,40.26616722,5.254236442,Chikmanglore,Koppa
02-01-2021 09:00,26.13453106,8.564835836,Chikmanglore,Koppa
02-01-2021 10:00,26.15769766,5.163115981,Chikmanglore,Koppa
02-01-2021 11:00,20.89889852,8.67601798,Chikmanglore,Koppa
02-01-2021 12:00,27.78036008,5.777150475,Chikmanglore,Koppa
02-01-2021 13:00,31.53033182,6.025872059,Chikmanglore,Koppa
02-01-2021 14:00,37.68058412,5.564385475,Chikmanglore,Koppa
02-01-2021 15:00,33.29034186,8.353412527,Chikmanglore,Koppa
02-01-2021 16:00,40.90962897,11.87348874,Chikmanglore,Koppa
02-01-2021 17:00,35.56930965,6.83069456,Chikmanglore,Koppa
02-01-2021 18:00,32.6374315,5.147055815,Chikmanglore,Koppa
02-01-2021 19:00,36.09368744,7.563013363,Chikmanglore,Koppa
02-01-2021 20:00,31.74670475,10.35877646,Chikmanglore,Koppa
02-01-2021 21:00,27.97847245,9.07008302,Chikmanglore,Koppa
02-01-2021 22:00,29.03480292,7.403130258,Chikmanglore,Koppa
02-01-2021 23:00,21.56677564,8.855436524,Chikmanglore,Koppa
03-01-2021 00:00,21.21265974,10.14960633,Chikmanglore,Koppa
03-01-2021 01:00,42.79165162,5.484804108,Chikmanglore,Koppa
03-01-2021 02:00,22.40752133,11.53970349,Chikmanglore,Koppa
03-01-2021 03:00,29.91994486,11.33143079,Chikmanglore,Koppa
03-01-2021 04:00,31.52284845,6.282523704,Chikmanglore,Koppa
03-01-2021 05:00,32.37580783,7.054927299,Chikmanglore,Koppa
03-01-2021 06:00,23.27746054,6.459441558,Chikmanglore,Koppa
03-01-2021 07:00,31.98521084,6.668861123,Chikmanglore,Koppa
03-01-2021 08:00,31.00750555,9.634978744,Chikmanglore,Koppa
03-01-2021 09:00,44.35322234,10.88320096,Chikmanglore,Koppa
03-01-2021 10:00,33.15220329,7.874955128,Chikmanglore,Koppa
03-01-2021 11:00,20.13615327,9.094340531,Chikmanglore,Koppa
03-01-2021 12:00,38.62252634,6.496422645,Chikmanglore,Koppa
